BAB;K_NR1;K_TYP1;VON;K_NR2;K_TYP2;NACH;KM;STATUS
  7;116 ;AS  ;Heidenheim                                        ;117 ;AS  ;Giengen/Herbrechtingen                            ; 9,6;11
  7;117 ;AS  ;Giengen/Herbrechtingen                            ;118 ;AS  ;Niederstotzingen                                  ; 6,0;11
  7;118 ;AS  ;Niederstotzingen                                  ;119 ;AS  ;Langenau                                          ;11,3;11
  7;119 ;AS  ;Langenau                                          ;120 ;AK  ;Ulm/Elchingen, Kreuz                              ; 3,8;11
  7;120 ;AK  ;Ulm/Elchingen, Kreuz                              ;121 ;AS  ;Nersingen                                         ; 6,1;11
  7;121 ;AS  ;Nersingen                                         ;122 ;AS  ;Hittistetten, Dreieck                             ;10,0;11
  7;122 ;AS  ;Hittistetten, Dreieck                             ;123 ;AS  ;Vöhringen                                         ; 4,9;11
  7;123 ;AS  ;Vöhringen                                         ;124 ;AS  ;Illertissen                                       ; 7,5;11
  7;124 ;AS  ;Illertissen                                       ;125 ;AS  ;Altenstadt a.d. Iller                             ; 8,3;11
  7;125 ;AS  ;Altenstadt a.d. Iller                             ;126 ;AS  ;Dettingen a.d. Iller                              ; 5,1;11
  7;126 ;AS  ;Dettingen a.d. Iller                              ;127 ;AS  ;Berkheim                                          ; 8,3;11
  7;127 ;AS  ;Berkheim                                          ;128 ;AK  ;Memmingen, Kreuz                                  ; 4,6;11
  7;128 ;AK  ;Memmingen, Kreuz                                  ;129 ;AS  ;Memmingen-Süd                                     ; 4,7;11
  7;129 ;AS  ;Memmingen-Süd                                     ;130 ;AS  ;Woringen                                          ; 4,9;11
  7;130 ;AS  ;Woringen                                          ;131 ;AS  ;Bad Grönenbach                                    ; 5,5;11
  7;131 ;AS  ;Bad Grönenbach                                    ;132 ;AS  ;Dietmannsried                                     ; 9,6;11
  7;132 ;AS  ;Dietmannsried                                     ;133 ;AS  ;Kempten-Leubas                                    ; 6,9;11
  7;133 ;AS  ;Kempten-Leubas                                    ;134 ;AS  ;Kempten                                           ; 1,9;11
  7;134 ;AS  ;Kempten                                           ;135 ;AS  ;Betzigau                                          ; 3,0;11
  7;135 ;AS  ;Betzigau                                          ;136 ;AD  ;Allgäu, Dreieck                                   ; 3,3;11
  7;136 ;AD  ;Allgäu, Dreieck                                   ;137 ;AS  ;Oy-Mittelberg                                     ; 9,3;11
  7;137 ;AS  ;Oy-Mittelberg                                     ;138 ;AS  ;Nesselwang                                        ; 5,1;11
  7;138 ;AS  ;Nesselwang                                        ;-   ;AN  ;Nesselwang (Übergang A 7/OAL 1)                   ; 1,2;11
  7;-   ;AS  ;Füssen                                            ;-   ;BG  ;Füssen, Bundesgrenze                              ; 1,8;11
  7;37  ;AD  ;Horster Dreieck                                   ;37  ;AD  ;Horster Dreieck                                   ; 1,5;11
  8;-   ;BG  ;Perl, Bundesgrenze                                ;2   ;AS  ;Perl                                              ; 1,0;11
  8;2   ;AS  ;Perl                                              ;3   ;AS  ;Perl-Borg                                         ; 3,5;11
  8;3   ;AS  ;Perl-Borg                                         ;4   ;AS  ;Merzig-Wellingen                                  ; 9,2;11
  8;4   ;AS  ;Merzig-Wellingen                                  ;5   ;AS  ;Merzig-Schwemlingen                               ; 6,6;11
  8;5   ;AS  ;Merzig-Schwemlingen                               ;6   ;AS  ;Merzig                                            ; 2,2;11
  8;6   ;AS  ;Merzig                                            ;7   ;AS  ;Rehlingen                                         ;10,9;11
  8;7   ;AS  ;Rehlingen                                         ;8   ;AS  ;Dillingen-Mitte                                   ; 2,3;11
  8;8   ;AS  ;Dillingen-Mitte                                   ;9   ;AD  ;Saarlouis, Dreieck                                ; 2,2;11
  8;9   ;AD  ;Saarlouis, Dreieck                                ;10  ;AS  ;Dillingen-Süd                                     ; 1,4;11
  8;10  ;AS  ;Dillingen-Süd                                     ;11  ;AS  ;Saarlouis-Steinrausch                             ; 0,9;11
  8;11  ;AS  ;Saarlouis-Steinrausch                             ;10  ;AS  ;Dillingen-Süd                                     ; 1,4;rr
  8;11  ;AS  ;Saarlouis-Steinrausch                             ;12  ;AS  ;Nalbach                                           ; 1,8;11
  8;12  ;AS  ;Nalbach                                           ;11  ;AS  ;Saarlouis-Steinrausch                             ; 1,3;rr
  8;12  ;AS  ;Nalbach                                           ;13  ;AS  ;Saarwellingen                                     ; 1,3;11
  8;13  ;AS  ;Saarwellingen                                     ;14  ;AS  ;Schwalbach                                        ; 2,1;11
  8;14  ;AS  ;Schwalbach                                        ;15  ;AS  ;Schwalbach-Schwarzenholz                          ; 4,4;11
  8;15  ;AS  ;Schwalbach-Schwarzenholz                          ;16  ;AS  ;Heusweiler                                        ; 6,0;11
  8;16  ;AS  ;Heusweiler                                        ;17  ;AK  ;Saarbrücken, Kreuz                                ; 6,5;11
  8;17  ;AK  ;Saarbrücken, Kreuz                                ;18  ;AS  ;Merchweiler                                       ; 2,9;11
  8;18  ;AS  ;Merchweiler                                       ;19  ;AS  ;Friedrichsthal-Bildstock                          ; 2,1;11
  8;19  ;AS  ;Friedrichsthal-Bildstock                          ;20  ;AD  ;Friedrichsthal, Dreieck                           ; 1,1;11
  8;20  ;AD  ;Friedrichsthal, Dreieck                           ;21  ;AS  ;Elversberg                                        ; 3,1;11
  8;21  ;AS  ;Elversberg                                        ;22  ;AS  ;Neunkirchen-Heinitz                               ; 1,4;11
  8;22  ;AS  ;Neunkirchen-Heinitz                               ;23  ;AS  ;Neunkirchen-Spiesen                               ; 1,6;11
  8;23  ;AS  ;Neunkirchen-Spiesen                               ;23  ;AD  ;Neunkirchen-Spiesen, Dreieck                      ; 0,2;11
  8;23  ;AD  ;Neunkirchen-Spiesen, Dreieck                      ;24  ;AS  ;Neunkirchen-Oberstadt                             ; 2,6;11
  8;24  ;AS  ;Neunkirchen-Oberstadt                             ;25  ;AS  ;Neunkirchen-Wellesweiler                          ; 3,2;11
  8;25  ;AS  ;Neunkirchen-Wellesweiler                          ;26  ;AS  ;Neunkirchen-Kohlhof                               ; 0,7;11
  8;26  ;AS  ;Neunkirchen-Kohlhof                               ;27  ;AK  ;Neunkirchen, Kreuz                                ; 1,5;11
  8;27  ;AK  ;Neunkirchen, Kreuz                                ;28  ;AS  ;Limbach                                           ; 1,1;11
  8;28  ;AS  ;Limbach                                           ;30  ;AS  ;Einöd                                             ; 6,3;11
  8;30  ;AS  ;Einöd                                             ;31  ;AS  ;Zweibrücken-Ernstweiler (West)                    ; 2,4;11
  8;31  ;AS  ;Zweibrücken-Ernstweiler                           ;30  ;AS  ;Einöd                                             ; 3,5;rr
  8;31  ;AS  ;Zweibrücken-Ernstweiler (West)                    ;32  ;AS  ;Zweibrücken                                       ; 2,1;11
  8;32  ;AS  ;Zweibrücken                                       ;31  ;AS  ;Zweibrücken-Ernstweiler                           ; 1,0;rr
  8;32  ;AS  ;Zweibrücken                                       ;33  ;AS  ;Zweibrücken-Ixheim                                ; 1,6;11
  8;33  ;AS  ;Zweibrücken-Ixheim                                ;34  ;AS  ;Contwig                                           ; 3,5;11
  8;34  ;AS  ;Contwig                                           ;35  ;AS  ;Walshausen                                        ; 5,9;11
  8;35  ;AS  ;Walshausen                                        ;-   ;AN  ;Anschluss A 8/A 62                                ; 6,6;11
  8;-   ;AN  ;Anschluss A 8/A 62                                ;35  ;AS  ;Walshausen                                        ; 6,7;rr
  8;41  ;AD  ;Karlsruhe, Dreieck                                ;42  ;AS  ;Karlsbad                                          ; 5,6;11
  8;42  ;AS  ;Karlsbad                                          ;43  ;AS  ;Pforzheim-West                                    ;12,9;11
  8;43  ;AS  ;Pforzheim-West                                    ;44  ;AS  ;Pforzheim-Nord                                    ; 4,9;11
  8;44  ;AS  ;Pforzheim-Nord                                    ;45  ;AS  ;Pforzheim-Ost                                     ; 4,2;11
  8;45  ;AS  ;Pforzheim-Ost                                     ;46  ;AS  ;Heimsheim                                         ;13,3;11
  8;46  ;AS  ;Heimsheim                                         ;49  ;AD  ;Leonberg, Dreieck                                 ;12,1;11
  8;49  ;AD  ;Leonberg, Dreieck                                 ;50  ;AS  ;Leonberg-Ost                                      ; 0,9;11
  8;50  ;AS  ;Leonberg-Ost                                      ;51  ;AK  ;Stuttgart, Kreuz                                  ; 7,0;11
  8;51  ;AK  ;Stuttgart, Kreuz                                  ;52a ;AS  ;Stuttgart-Möhringen                               ; 5,9;11
  8;52a ;AS  ;Stuttgart-Möhringen                               ;52b ;AS  ;Stuttgart-Degerloch                               ; 2,1;11
  8;52b ;AS  ;Stuttgart-Degerloch                               ;53  ;AS  ;Stuttgart-Flughafen (a)                           ; 2,2;11
  8;53  ;AS  ;Stuttgart-Flughafen (b)                           ;52b ;AS  ;Stuttgart-Degerloch                               ; 4,3;rr
  8;53  ;AS  ;Stuttgart-Flughafen (a)                           ;54  ;AS  ;Esslingen                                         ; 6,9;11
  8;54  ;AS  ;Esslingen                                         ;53  ;AS  ;Stuttgart-Flughafen (b)                           ; 4,7;rr
  8;54  ;AS  ;Esslingen                                         ;55  ;AS  ;Wendlingen                                        ; 6,1;11
  8;55  ;AS  ;Wendlingen                                        ;56  ;AS  ;Kirchheim (Teck)-West                             ; 6,5;11
  8;56  ;AS  ;Kirchheim (Teck)-West                             ;57  ;AS  ;Kirchheim (Teck)-Ost                              ; 2,2;11
  8;57  ;AS  ;Kirchheim (Teck)-Ost                              ;58  ;AS  ;Aichelberg                                        ; 7,6;11
  8;58  ;AS  ;Aichelberg                                        ;59  ;AS  ;Mühlhausen                                        ;10,0;11
  8;59  ;AS  ;Mühlhausen                                        ;60  ;BS  ;Behelfs-AS Hohenstadt                             ; 6,2;11
  8;60  ;BS  ;Behelfs-AS Hohenstadt                             ;59  ;AS  ;Mühlhausen                                        ; 5,5;rr
  8;60  ;BS  ;Behelfs-AS Hohenstadt                             ;61  ;AS  ;Merklingen                                        ; 9,7;11
  8;61  ;AS  ;Merklingen                                        ;62  ;AS  ;Ulm-West                                          ;17,5;11
  8;62  ;AS  ;Ulm-West                                          ;63  ;AS  ;Ulm-Ost                                           ; 5,0;11
  8;63  ;AS  ;Ulm-Ost                                           ;64  ;AS  ;Oberelchingen                                     ; 3,6;11
  8;64  ;AS  ;Oberelchingen                                     ;65  ;AK  ;Ulm/Elchingen, Kreuz                              ; 3,1;11
